Common Name,Species,Class,Cervical,D11,node,Mammalia,Reptilia,Aves,Amphibia
Wild Boar,Sus scrofa,Mammalia,7.0,4327.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,7.0,11334.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,4749.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,7.0,6042.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,7.0,1853.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,7.0,10169.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,9823.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,7.0,9796.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,7.0,4817.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,7.0,4791.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,7.0,2795.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,5762.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,9831.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,7.0,10164.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,7.0,6570.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,7.0,6901.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,7.0,6623.0,0,1,0,0,0
Ostrich,Struthio camelus australis,Aves,17.0,5594.0,0,0,0,1,0
Okarito Kiwi,Apteryx rowi,Aves,17.0,9043.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,18.25,9060.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,14.0,12925.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,13.0,8210.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,22.0,8632.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,23.33333333333333,8753.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,17.0,9475.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,15.0,3059.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,14.0,5204.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,12.0,5590.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,9.0,8691.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,12.0,5666.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,12.0,5695.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,14.0,9484.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,11.0,8937.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,12.0,5845.0,0,0,0,1,0
Hoatzin,Opisthocomus hoazin,Aves,14.0,10873.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,12.0,8617.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,13.5,2790.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,7071.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,8450.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,8321.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,8.0,22521.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,8.0,6390.0,0,0,1,0,0
Viviparous (Common) Lizard,Zootoca vivipara,Reptilia,3.0,14045.0,0,0,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,3.0,12182.0,0,0,1,0,0
Common Wall Lizard,Podarcis muralis,Reptilia,3.0,13555.0,0,0,1,0,0
Central Bearded Dragon,Pogona vitticeps,Reptilia,4.0,21499.0,0,0,1,0,0
Komodo Dragon,Varanus komodoensis,Reptilia,4.0,8813.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,1.5,206.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,1.0,18075.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,1.0,26162.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,1.0,30304.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,15.0,9827.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,13.0,12565.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,17.0,5539.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,15.0,9882.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,14.0,9683.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,13.0,9719.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,12.0,9744.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,13.0,9891.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,13.0,5917.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,13.0,9980.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,12.0,5539.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,13.0,9890.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,13.333333333333334,10098.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,13.5,9598.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,14.0,9984.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,14.0,9611.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,13.0,9933.0,0,0,0,1,0
Razorbill,Alca torda,Aves,12.5,10027.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,14.0,9732.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,12.0,9696.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,15.666666666666666,6814.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,8.0,6413.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,8.0,6447.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,3.0,6811.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,2.0,9761.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,3.0,27689.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,3.0,9518.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,3.0,7672.0,0,0,1,0,0
Common Toad+Asiatic Toad,Bufo bufo+Bufo gargarizans,Amphibia+Amphibia,1.0,18873.999999999996,37,0,0,0,2
Common Toad+Asiatic Toad+Common Frog,Bufo bufo+Bufo gargarizans+Rana temporaria,Amphibia+Amphibia+Amphibia,1.0,26593.109458271676,36,0,0,0,3
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis,Amphibia+Amphibia+Amphibia+Amphibia,1.0,23322.850973333007,34,0,0,0,4
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,1.0,28233.000000000004,43,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+European Fire-Bellied Toad+Painted Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,25278.195705746275,33,0,0,0,6
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+European Fire-Bellied Toad+Painted Frog+Axolotl,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Bombina bombina+Discoglossus pictus+Ambystoma mexicanum,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.1566025503356738,17425.456125676286,51,0,0,0,7
Gaboon Caecilian+Tiny Cayenne Caecilian,Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia,1.0,101827.5,14,0,0,0,2
Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia,1.0,68578.5313735338,13,0,0,0,3
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+European Fire-Bellied Toad+Painted Frog+Axolotl+Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Bombina bombina+Discoglossus pictus+Ambystoma mexicanum+Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0964537408078283,37072.623896902754,50,0,0,0,10
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,7.0,5445.0,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,7.0,6837.301112061591,63,3,0,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,5383.0,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,5758.223262690982,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,5284.970823734275,60,4,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,6288.203486046312,47,7,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999998,5196.107209596758,68,8,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,7268.5,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,7.000000000000001,8013.500000000001,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,7.0,10121.878539016974,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,7.0,9999.759317504708,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,7.0,15024.5,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.999999999999999,12837.837317390171,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,11277.131496056101,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,9292.075343417166,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,8745.358162642826,94,10,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,6953.6610791151015,92,18,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,7754.630287365458,78,19,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,7512.644784314296,98,20,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,7.0,3871.7693906340746,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,6.999999999999999,6878.349763237882,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,6134.040764949449,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,7.000000000000001,3827.511796254139,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,7.000000000000001,4181.570958586185,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,7.0,7444.713776393757,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,5718.000285534005,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,7271.811606852232,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,8267.367150442946,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,7113.342479252954,103,11,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,7321.692975272086,31,31,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,7.0,8367.0,30,2,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,7591.993103248374,111,33,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,6.999999999999999,6761.999999999999,29,2,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,7280.772701799237,28,35,0,0,0
Southern Cassowary+Emu,Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves,16.625,9443.5,115,0,0,2,0
Okarito Kiwi+Southern Cassowary+Emu,Apteryx rowi+Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves+Aves,16.783849927925232,9273.84827697585,23,0,0,3,0
Ostrich+Okarito Kiwi+Southern Cassowary+Emu,Struthio camelus australis+Apteryx rowi+Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves+Aves+Aves,16.851654682364003,8119.505803724336,22,0,0,4,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,13.0,10387.5,220,0,0,2,0
Chicken+Golden Pheasant+Common Pheasant,Gallus gallus+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves,13.448073949522378,11524.487646913036,218,0,0,3,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,22.666666666666664,8692.5,212,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,17.0,7507.0,213,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides,Aves+Aves+Aves+Aves,19.681437024181868,8067.972398617814,211,0,0,4,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,15.0,6470.5,206,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves,17.552872387547136,7341.630628316593,205,0,0,6,0
Chicken+Golden Pheasant+Common Pheasant+Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Gallus gallus+Chrysolophus pictus+Phasianus colchicus+Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,15.530177644968767,9402.789788312604,204,0,0,9,0
Common Cuckoo+Great Bustard,Cuculus canorus+Otis tarda,Aves+Aves,14.0,7443.499999999999,200,0,0,2,0
Brown Falcon+Merlin,Falco berigora+Falco columbarius,Aves+Aves,12.500000000000002,9731.5,188,0,0,2,0
Crow+Zebra Finch,Corvus hawaiiensis+Taeniopygia guttata,Aves+Aves,10.5,7178.5,152,0,0,2,0
White Or Black-Backed Wagtail+Crow+Zebra Finch,Motacilla alba alba+Corvus hawaiiensis+Taeniopygia guttata,Aves+Aves+Aves,11.101025248448828,6542.01426189269,151,0,0,3,0
White Or Black-Backed Wagtail+Crow+Zebra Finch+Barn Swallow,Motacilla alba alba+Corvus hawaiiensis+Taeniopygia guttata+Hirundo rustica,Aves+Aves+Aves+Aves,11.371858854426655,6286.834762727425,150,0,0,4,0
Kakapo+Budgerigar,Strigops habroptila+Melopsittacus undulatus,Aves+Aves,12.500000000000002,9210.5,166,0,0,2,0
