Common Name,Species,Class,Thoracic,D11,node,Mammalia,Reptilia,Aves,Amphibia
Bar-Headed Goose,Anser indicus,Aves,9.0,5539.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,6.0,9882.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,7.0,9719.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,7.0,9744.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,5.0,9891.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,6.0,5917.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,5.0,5539.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,6.0,9890.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,6.0,10098.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,7.0,9598.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,7.0,9984.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,6.666666666666667,9611.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,7.0,9933.0,0,0,0,1,0
Razorbill,Alca torda,Aves,8.0,10027.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,8.0,9732.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,7.0,9696.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,5.5,6814.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,7.0,6413.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,9.0,6447.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,21.0,6811.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,22.0,9761.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,19.0,27689.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,22.67,9518.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,23.0,7672.0,0,0,1,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,14.0,5445.0,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,13.642999714856002,6837.301112061591,63,3,0,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,12.999999999999998,5383.0,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,13.0,5758.223262690982,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,13.0,5284.970823734275,60,4,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.41555480856845,6288.203486046312,47,7,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.236510694052285,5196.107209596758,68,8,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,12.0,7268.5,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,12.0,8013.500000000001,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,12.0,10121.878539016974,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,11.380898550881753,9999.759317504708,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,12.999999999999998,15024.5,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,12.999999999999998,12837.837317390171,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.109629454486011,11277.131496056101,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.720949646443627,9292.075343417166,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.526167890742693,8745.358162642826,94,10,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.894375819765719,6953.6610791151015,92,18,0,0,0
Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.913689785543795,7754.630287365458,78,19,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.118796770222787,7512.644784314296,98,20,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,12.759039222889225,3871.7693906340746,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,13.112807135726522,6878.349763237882,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,12.723828124959704,6134.040764949449,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,12.482709520914762,3827.511796254139,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,12.309986159506526,4181.570958586185,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,11.999999999999998,7444.713776393757,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.164031215758843,5718.000285534005,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.482554475241866,7271.811606852232,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.294246240459252,8267.367150442946,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.52662891588148,7113.342479252954,103,11,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.35740038399702,7321.692975272086,31,31,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,21.75,8367.0,30,2,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.527596026612002,7591.993103248374,111,33,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,16.5,6761.999999999999,29,2,0,0,0
Western European Hedgehog+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Leopard+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.892215869577111,7280.772701799237,28,35,0,0,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,6.25,10387.5,220,0,0,2,0
Chicken+Golden Pheasant+Common Pheasant,Gallus gallus+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves,6.137981512619405,11524.487646913036,218,0,0,3,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,7.0,8692.5,212,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,7.499999999999999,7507.0,213,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides,Aves+Aves+Aves+Aves,7.263402615513365,8067.972398617814,211,0,0,4,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,6.0,6470.5,206,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves,6.688956325768914,7341.630628316593,205,0,0,6,0
Chicken+Golden Pheasant+Common Pheasant+Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Gallus gallus+Chrysolophus pictus+Phasianus colchicus+Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.417456062192783,9402.789788312604,204,0,0,9,0
Brown Falcon+Merlin,Falco berigora+Falco columbarius,Aves+Aves,7.0,9731.5,188,0,0,2,0
White Or Black-Backed Wagtail+Zebra Finch,Motacilla alba alba+Taeniopygia guttata,Aves+Aves,6.0,5628.0,151,0,0,2,0
White Or Black-Backed Wagtail+Zebra Finch+Barn Swallow,Motacilla alba alba+Taeniopygia guttata+Hirundo rustica,Aves+Aves+Aves,6.0,5651.078007856633,150,0,0,3,0
Kakapo+Budgerigar,Strigops habroptila+Melopsittacus undulatus,Aves+Aves,6.0,9210.5,166,0,0,2,0
White Or Black-Backed Wagtail+Zebra Finch+Barn Swallow+Kakapo+Budgerigar,Motacilla alba alba+Taeniopygia guttata+Hirundo rustica+Strigops habroptila+Melopsittacus undulatus,Aves+Aves+Aves+Aves+Aves,6.0,7515.336757787799,20,0,0,5,0
Brown Falcon+Merlin+White Or Black-Backed Wagtail+Zebra Finch+Barn Swallow+Kakapo+Budgerigar,Falco berigora+Falco columbarius+Motacilla alba alba+Taeniopygia guttata+Hirundo rustica+Strigops habroptila+Melopsittacus undulatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.274519259677018,8123.7162503633135,191,0,0,7,0
California Condor+Steller'S Sea Eagle,Gymnogyps californianus+Haliaeetus pelagicus,Aves+Aves,5.500000000000001,7904.0,167,0,0,2,0
California Condor+Steller'S Sea Eagle+Oriental Scops Owl,Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia,Aves+Aves+Aves,5.318656713513676,7046.246254919688,182,0,0,3,0
Brown Falcon+Merlin+White Or Black-Backed Wagtail+Zebra Finch+Barn Swallow+Kakapo+Budgerigar+California Condor+Steller'S Sea Eagle+Oriental Scops Owl,Falco berigora+Falco columbarius+Motacilla alba alba+Taeniopygia guttata+Hirundo rustica+Strigops habroptila+Melopsittacus undulatus+Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,5.838555509453028,7632.287998620559,187,0,0,10,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,6.5,9847.999999999998,154,0,0,2,0
Ruff+Eurasian Woodcock+Common Snipe,Calidris pugnax+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves,7.078589662011359,7125.5427770158785,163,0,0,3,0
Common Tern+Razorbill,Sterna hirundo+Alca torda,Aves+Aves,7.5,9980.0,21,0,0,2,0
Common Murre+Common Tern+Razorbill,Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves,7.20586715285072,9849.757975282299,157,0,0,3,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves,7.142958885451513,9890.779250751511,156,0,0,4,0
Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill,Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves+Aves,7.114323417820911,8660.628639905039,161,0,0,7,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.872759925307216,8927.132273043777,153,0,0,8,0
Royal Penguin+Emperor Penguin,Eudyptes schlegeli+Aptenodytes forsteri,Aves+Aves,7.75,8383.5,146,0,0,2,0
Royal Penguin+Emperor Penguin+White Stork,Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves,6.716570863851361,7662.625764806538,144,0,0,3,0
Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves,7.130309116132568,8329.728649780738,143,0,0,4,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.9770190474617815,8685.295841200363,170,0,0,12,0
