Common Name,Species,Class,Cervical,D10,node,Mammalia,Reptilia,Aves,Amphibia
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,7.0,12544.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,7.0,12604.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,7.0,6720.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,14105.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,7.0,607.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,7.0,13161.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,7602.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,7.0,7259.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,7.0,-2743.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,7.0,12957.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,12718.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,7.0,12522.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,7.0,6977.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,7.0,1099.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,7.0,4998.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,7045.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,12934.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,7.0,13014.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,7.0,7493.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,7.0,7807.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,7.0,7555.0,0,1,0,0,0
Ostrich,Struthio camelus australis,Aves,17.0,7786.0,0,0,0,1,0
Okarito Kiwi,Apteryx rowi,Aves,17.0,11374.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,18.25,12276.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,14.0,12103.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,13.0,12070.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,22.0,11648.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,23.33333333333333,12487.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,17.0,13107.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,15.0,7060.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,14.0,7368.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,12.0,7802.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,9.0,12092.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,12.0,7747.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,12.0,7841.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,14.0,12576.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,11.0,12288.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,12.0,7626.0,0,0,0,1,0
Hoatzin,Opisthocomus hoazin,Aves,14.0,11149.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,12.0,11904.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,13.5,16824.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,7637.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,14419.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,12738.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,8.0,17404.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,8.0,5965.0,0,0,1,0,0
Viviparous (Common) Lizard,Zootoca vivipara,Reptilia,3.0,14845.0,0,0,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,3.0,14991.0,0,0,1,0,0
Common Wall Lizard,Podarcis muralis,Reptilia,3.0,15571.0,0,0,1,0,0
Central Bearded Dragon,Pogona vitticeps,Reptilia,4.0,14248.0,0,0,1,0,0
Komodo Dragon,Varanus komodoensis,Reptilia,4.0,8840.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,1.5,-546.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,1.0,4264.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,1.0,687.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,1.0,-2428.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,15.0,10513.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,13.0,11192.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,17.0,6419.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,15.0,10848.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,14.0,10922.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,13.0,9635.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,12.0,10783.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,13.0,10775.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,13.0,5487.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,13.0,10536.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,12.0,6448.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,13.0,11044.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,13.333333333333334,11430.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,13.5,11006.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,14.0,11087.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,14.0,11018.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,13.0,11059.0,0,0,0,1,0
Razorbill,Alca torda,Aves,12.5,11037.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,14.0,11559.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,12.0,10868.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,15.666666666666666,6853.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,8.0,6151.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,8.0,5996.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,3.0,8886.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,2.0,12091.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,3.0,8679.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,3.0,9765.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,3.0,9642.0,0,0,1,0,0
Common Toad+Asiatic Toad,Bufo bufo+Bufo gargarizans,Amphibia+Amphibia,1.0,11729.000000000002,37,0,0,0,2
Common Toad+Asiatic Toad+Common Frog,Bufo bufo+Bufo gargarizans+Rana temporaria,Amphibia+Amphibia+Amphibia,1.0,13481.166509517801,36,0,0,0,3
African Clawed Frog+Western Clawed Frog,Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia,1.0,9089.0,35,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,11630.930635133214,34,0,0,0,5
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,1.0,-870.5000000000001,43,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,6822.121274661923,33,0,0,0,7
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog+Axolotl,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus+Ambystoma mexicanum,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.1551858600627234,4535.264800552201,51,0,0,0,8
Gaboon Caecilian+Tiny Cayenne Caecilian,Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia,1.0,11725.5,14,0,0,0,2
Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia,1.0,7837.10022990963,13,0,0,0,3
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog+Axolotl+Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus+Ambystoma mexicanum+Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0958354533051777,5798.042708923706,50,0,0,0,11
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,-660.5,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,2871.6115726724406,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,2457.5983565520573,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,9853.347148993562,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,7.0,204.49999999999986,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,7.0,4414.782862845737,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,6755.596803720009,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,4525.316768221604,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,7117.5,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,7.000000000000001,5937.000000000001,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,7.0,10748.702861802825,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,7.0,11489.683568373302,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,7.0,10412.5,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.999999999999999,11401.8819074924,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,11450.165486472668,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,8353.203598022235,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,8019.348775378178,94,10,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,6223.487524720707,92,19,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,7478.141685152193,78,20,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,7497.247263793847,98,21,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,7.0,2077.1793853239487,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,6.999999999999999,7271.693791209588,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,7387.151518088334,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,7.000000000000001,2981.0844220466493,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,7.000000000000001,4410.904926145465,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,7.0,9480.365305771156,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,6797.826992979823,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,8978.86805385612,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,10437.997276613234,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,8787.639742354062,103,11,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,8112.891078331772,31,32,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,7.0,10253.5,30,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,8665.742088561918,111,34,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,6.999999999999999,7681.0,29,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,8296.53529137119,28,36,0,0,0
Southern Cassowary+Emu,Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves,16.625,11394.5,115,0,0,2,0
Okarito Kiwi+Southern Cassowary+Emu,Apteryx rowi+Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves+Aves,16.783849927925232,11385.816203940087,23,0,0,3,0
Ostrich+Okarito Kiwi+Southern Cassowary+Emu,Struthio camelus australis+Apteryx rowi+Casuarius casuarius+Dromaius novaehollandiae,Aves+Aves+Aves+Aves,16.851654682364003,10256.57922802812,22,0,0,4,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,13.0,11631.0,220,0,0,2,0
Chicken+Golden Pheasant+Common Pheasant,Gallus gallus+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves,13.448073949522378,11842.490904174563,218,0,0,3,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,22.666666666666664,12067.5,212,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,17.0,9763.0,213,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides,Aves+Aves+Aves+Aves,19.681437024181868,10853.477345098903,211,0,0,4,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,15.0,8954.0,206,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves,17.552872387547136,9989.819394776921,205,0,0,6,0
Chicken+Golden Pheasant+Common Pheasant+Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Gallus gallus+Chrysolophus pictus+Phasianus colchicus+Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,15.530177644968767,10902.748245818531,204,0,0,9,0
