Common Name,Species,Class,Lumbar,A1,A2,A3,A4,A5,A6,A7,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,C4,C5,C6,C8,C9,C10,C11,C12,D1,D3,D4,D8,D9,D10,D11,D12
(Human)-(Chimpanzee),(Homo sapiens)-(Pan troglodytes),(Mammalia)-(Mammalia),1.0,-623.0,-3716.0,-932.0,-261.0,-145.0,-3774.0,-3197.0,-416.0,-150.0,-28.0,6686.0,43745.0,44302.0,5559.0,11970.0,13033.0,7970.0,9721.0,7833.0,-18413.0,-32406.0,-19300.0,-6624.0,-8309.0,-9847.0,-8624.0,-9334.0,1432.0,2430.0,14733.0,14.0,2051.0,-3899.0,1996.0,45.0
(Gorilla)-(Human+Chimpanzee),(Gorilla gorilla)-(Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia),0.48270952091476005,-298.7280315298958,-27776.74857971925,314.11472650744327,-22.98718495875437,-96.99288053264081,-1211.745731932304,-1569.2223383644869,-5725.807160700537,-65.40642813721388,-384.5158665856143,-1647.604143163915,-22625.87200758382,-22832.0028044343,-2761.6177732348497,-6246.967034650323,-274.8468139179331,-2884.805118309362,-3424.580747187616,-6458.936322674679,32611.869591396524,16258.315265236286,8384.706246345133,3400.5321334606288,4281.166590719258,4897.759347552357,3143.113091631112,7285.389331781631,597.2400339499382,14777.984135822868,5365.759371637159,-18.242066707192862,595.037227396173,3995.9155779533507,989.488203745861,39.72192844116444
(Common Marmoset)-(Gorilla+Human+Chimpanzee),(Callithrix jacchus)-(Gorilla gorilla+Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia+Mammalia),1.309986159506523,-5620.837018369581,-41169.65855599506,-48276.28196152013,-4998.76189897752,-5167.286839668733,-6791.158270067448,-7097.7224189811495,-12176.995988098477,-12505.002667415534,-10733.928207519744,-736.0576073132943,-17146.87120665388,-22738.244179017485,-1899.4543249276358,-3995.674176149226,-3949.5009899485067,-3133.562712777719,-5639.195557048332,-11715.796507864332,22286.674156927875,9615.756792130578,5455.486477435483,2219.7520302735593,2737.277427032657,3267.240656239368,3557.4427983169116,4431.527689259276,11755.535307273087,33272.11848540066,20958.78067840443,6853.28531869579,6256.120710058506,8111.095073854535,5614.429041413815,5896.508608204651
(Lemur)-(Common Marmoset+Gorilla+Human+Chimpanzee),(Lemur catta)-(Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),1.7000538987256455,2685.2363035245,26714.019476522604,22222.254602665573,3685.67196284069,6684.6125825127065,4509.819043145813,5687.991794972906,2803.638487534774,5949.352395389757,4639.810929768868,-3600.347665505451,-6765.252567253392,-4299.2707383819015,-2623.0644691679718,-3771.280029297682,-830.6051739323593,-1495.5694433960382,-10146.57446163794,-25548.89746253223,9981.952650998031,-137.35942530536522,2641.400708823083,6701.230901540632,1096.7954049604414,1641.0066603580908,502.09008586271375,-163.80075326501537,10366.133794881916,3976.55141692538,2819.329117965528,1296.3815233586247,4128.257989553516,4530.552459336856,3027.3392868217998,1454.0820248650425
(Norway Rat)-(House Mouse),(Rattus norvegicus)-(Mus musculus),(Mammalia)-(Mammalia),0.5,1692.0,-100.0,-202.0,1652.0,3925.0,-1004.0,1867.0,12702.0,-10951.0,79643.0,-442.0,91.0,-13858.0,826.0,-29.0,34.0,1075.0,4689.0,-185.0,-19801.0,-37.0,3563.0,-8327.0,4717.0,-1092.0,-490.0,708.0,638.0,21833.0,-9939.0,702.0,193.0,10002.0,4189.0,304.0
(Lemur+Common Marmoset+Gorilla+Human+Chimpanzee)-(Norway Rat+House Mouse),(Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes)-(Rattus norvegicus+Mus musculus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),-0.24740758912238991,-1917.0947022539767,-14787.741570100428,-11648.421388017836,-1251.084520980512,-1730.8913515672712,-1886.0031696090991,-828.0885496196115,-12829.146145170967,1945.4541656595538,-41456.48708940312,-558.5532916677348,3884.233967731477,8799.674866202904,101.80995773944596,387.6065643269253,4024.3402118413796,313.3245510019948,-3736.869133863016,10992.326766425162,25406.125216357963,9838.149081484211,14385.18112615692,12195.773340201806,9739.463533657301,6630.768007964931,5637.899829034106,9114.77102154607,9778.691964420212,27177.053406385618,15316.750773188143,3729.2218420413255,3852.024218768867,7958.693840478514,4159.019211607755,3625.666541207116
(Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Flying Fox)-(Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse),(Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus)-(Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.1633915467813285,-3436.1582380291766,-28123.55544271531,-10776.113855636471,-6275.592246009288,-5839.088807901175,-5280.831311682388,-4174.429885682237,-7921.502645049447,-2614.654987960629,-16630.391951579768,95.35551419709736,2214.266666008839,19510.507631293676,176.38510870684695,1105.58746076751,1061.242055991077,-166.55600088295307,-1979.0820624637963,-4251.048370707067,-281.5812151667751,4876.7485942081785,2099.7877997319392,632.7127087090103,1301.951153837008,139.92999750166746,-534.6810985160264,-346.6981503960633,-3884.3396197388247,10955.651723654379,1986.5196874170833,-1121.9348693807524,465.66407646692005,346.46892998074145,2238.2675599550084,177.8269753333925
(Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Flying Fox+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse)-(Linne'S Two-Toed Sloth),(Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus)-(Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),2.986928914399619,-3045.199542697256,-1844.7689827438626,-14295.649473482941,-4123.162314420011,-2039.595485719573,-21375.191048617635,-1247.2735101054877,-554.6235082305338,-4008.510169585983,3532.8887776069314,1828.718124169649,3709.3383649905145,23395.17822196473,-112.2708653423797,1207.5955907211605,3077.771405686304,-557.8013474460599,-6604.972889607829,-25253.184970985734,-14882.613201919692,-6915.64306603974,-5050.795769851864,-1514.9148735094313,-3465.555332821339,-2342.816677366398,-1456.9132984560056,-3421.568099416032,5615.239626824317,17285.469708555596,3075.162977567954,1486.9697599639812,2058.2444694152355,-38.50675383039379,1282.7645330081723,1030.5736973226922
(Short-Beaked Echidna)-(Platypus),(Tachyglossus aculeatus)-(Ornithorhynchus anatinus),(Mammalia)-(Mammalia),1.0,3203.0,22293.0,37742.0,14627.0,7037.0,6323.0,7577.0,7605.0,8695.0,6891.0,-2981.0,-5286.0,-6851.0,-3827.0,-12134.0,-13214.0,-6001.0,-20443.0,-9406.0,111.0,1174.0,253.0,645.0,-8.0,-128.0,87.0,161.0,5617.0,26492.0,4937.0,1079.0,617.0,252.0,278.0,2393.0
(Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Flying Fox+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse+Linne'S Two-Toed Sloth)-(Short-Beaked Echidna+Platypus),(Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus+Choloepus didactylus)-(Tachyglossus aculeatus+Ornithorhynchus anatinus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),2.9789386732398713,674.2008474381673,9101.472879645406,5457.627142629474,-5932.431626155032,1081.7807314090423,2964.6108841722653,-497.6483510044018,1586.2019135565897,-2171.278495985509,1436.5465501688377,-7554.793951287416,-1418.5128352140227,-37679.16512099444,-2847.6768374646017,-5918.781501581418,-3713.668516526718,-4450.435467095736,-15434.15798416426,22610.65159563584,-10722.011027681952,9640.507853373221,684.6985466203187,3297.2283426449894,3787.8354226082156,2473.6286968073855,853.3655268998955,2891.841699504048,3901.749731199827,11161.711121239614,2485.66667355505,109.57919958946877,1970.696599396164,-219.95786842830694,872.6033771358143,-1773.1970895085624
(Mute Swan)-(Bar-Headed Goose),(Cygnus olor)-(Anser indicus),(Aves)-(Aves),0.0,4688.0,30472.0,35555.0,5064.0,3389.0,6796.0,1073.0,19091.0,9294.0,5424.0,-1274.0,-38219.0,32499.0,-5740.0,10422.0,2879.0,-1286.0,-4115.0,-4886.0,2136.0,15018.0,4971.0,4845.0,4839.0,6861.0,6055.0,4930.0,18340.0,17550.0,2320.0,4441.0,5207.0,6068.0,3214.0,2069.0
(Mute Swan+Bar-Headed Goose)-(Eastern Spot-Billed Duck),(Cygnus olor+Anser indicus)-(Anas zonorhyncha),(Aves+Aves)-(Aves),0.0,-252.9999999999991,-4549.0,5646.5,-2677.0,-2276.5,265.0,-10529.499999999998,-3118.5,-5040.0,-2770.0,-9987.0,-30134.5,-16400.5,-3912.0,-21414.0,-5186.5,-3421.0,-3480.5,-5318.0,100.0,6641.0,-774.5,-1354.5,114.5,-1717.5,-2736.5,671.0,1102.0,2537.0,-805.0,-3610.5,-2949.5,-1395.0,-2736.0,-196.4999999999991
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck)-(Golden Pheasant),(Cygnus olor+Anser indicus+Anas zonorhyncha)-(Chrysolophus pictus),(Aves+Aves+Aves)-(Aves),0.0,1291.886551503494,4373.904833159635,17597.941055081144,1964.2264757899193,998.2736541411105,6032.186023128754,3030.110450814327,15598.014667445223,5056.518654456926,13916.414022390018,4276.849762313754,-15697.708354616618,10349.853311988258,-4624.659330112005,12264.990568758058,6771.174305821596,93.72684859070341,-3347.341333960847,7241.670675476576,-4352.061878064622,2289.0806777284834,-6435.475754389503,-731.3168616147013,-1686.5158503839903,-2237.2622442401225,-3152.841706761632,-3126.5252018136107,809.498103727874,1980.2601535005524,-3169.4518815797965,-1552.9608924768381,934.6200935160132,-1166.1868009985283,-4295.547016151953,14.186590396981956
(Merlin)-(Kakapo),(Falco columbarius)-(Strigops habroptila),(Aves)-(Aves),0.0,-8631.0,-41781.0,687.0,-32233.0,-4803.0,-9434.0,1084.0,-18464.0,-23607.0,-4890.0,6262.0,9861.0,27393.0,15093.0,13389.0,10504.0,4095.0,9106.0,24599.0,17109.0,-20699.0,25438.0,3729.0,68041.0,1240.0,302.0,1259.0,8989.0,-27607.0,-4912.0,-936.0,-628.0,-1793.0,260.0,-1558.0
(California Condor)-(Steller'S Sea Eagle),(Gymnogyps californianus)-(Haliaeetus pelagicus),(Aves)-(Aves),0.0,-22.0,21049.0,-19290.0,119.0,10.0,-105.0,-543.0,137.0,56.0,-43.0,114.0,79.0,-788.0,-9360.0,9287.0,3187.0,-3442.0,-79.0,614.0,737.0,-149.0,378.0,74.0,82.0,61.0,30.0,-1.0,5532.0,5011.0,1950.0,4117.0,3524.0,5288.0,3974.0,2203.0
(Merlin+Kakapo)-(California Condor+Steller'S Sea Eagle),(Falco columbarius+Strigops habroptila)-(Gymnogyps californianus+Haliaeetus pelagicus),(Aves+Aves)-(Aves+Aves),0.0,4169.500000000001,11634.0,36774.5,-8988.999999999998,689.5,5519.5,396.4999999999982,8237.5,10645.500000000004,2885.5,2287.000000000002,4707.0,-3918.5,2285.5,-5086.0,757.5000000000009,-1599.5,-3625.5,-13571.5,-10430.999999999998,-15636.0,-4150.0,-4584.5,-35668.5,-2801.5,-2672.0000000000036,-2855.999999999998,-2050.5,16117.0,1949.0,3238.499999999999,2172.0,3548.500000000002,1709.9999999999982,520.5
(European Golden-Plover)-(Atlantic Puffin),(Pluvialis apricaria)-(Fratercula arctica),(Aves)-(Aves),0.0,665.0,-50.0,-59.0,49.0,-146.0,26.0,25.0,15.0,-71.0,-180.0,2236.0,159.0,1524.0,-10.0,-96.0,-16.0,1.0,-111.0,932.0,591.0,-882.0,-1102.0,-264.0,-570.0,-725.0,-344.0,-55.0,1492.0,5.0,-63.0,-657.0,-110.0,-43.0,-94.0,70.0
(Eurasian Coot)-(Royal Penguin),(Fulica atra)-(Eudyptes schlegeli),(Aves)-(Aves),0.0,-3395.0,-10881.0,31659.0,3005.0,1453.0,2539.0,-2099.0,16600.0,704.0,3123.0,1271.0,-1982.0,141.0,-794.0,2884.0,-7409.0,112.0,346.0,-2566.0,-3734.0,-11293.0,40644.0,-11684.0,-4556.0,2809.0,-18533.0,5433.0,-432.0,-4280.0,-54.0,1278.0,-849.0,691.0,36.0,-2089.0
(European Golden-Plover+Atlantic Puffin)-(Eurasian Coot+Royal Penguin),(Pluvialis apricaria+Fratercula arctica)-(Fulica atra+Eudyptes schlegeli),(Aves+Aves)-(Aves+Aves),0.0,-1446.000000000001,-5657.5,15634.0,876.0,221.5,2805.500000000001,1876.0,3475.4999999999995,6501.499999999998,1480.4999999999964,-4.500000000001819,-1023.5,-312.5,-830.0,1309.0,-4106.5,-45.5,-102.5,-750.0000000000146,20794.5,659.5,-20322.0,3756.0,-3241.0,1040.0000000000018,-9714.5,274.0,-3446.0,2040.5000000000005,635.5,-86.5,1142.5,-147.99999999999818,223.00000000000182,-50.49999999999818
(Merlin+Kakapo+California Condor+Steller'S Sea Eagle)-(European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin),(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus)-(Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli),(Aves+Aves+Aves+Aves)-(Aves+Aves+Aves+Aves),0.0,-1445.6258086900289,1315.7619301427185,4890.934899358461,-7802.76956112887,-2914.0407581841932,58.571832126002846,-9326.819354037398,-5815.330889666079,1702.475925283219,-738.7023265852586,388.80589515958127,1862.2844733475863,-2661.6042309534787,5404.007336213452,-6809.685503154031,-3321.3084665209008,841.4368832982382,-1947.4771467274804,-6883.8570549476135,3203.865633900494,-8551.505508439717,-13537.236930304818,-1067.3840435185957,-20568.74275874033,-1737.3693649517063,-6675.126016378683,669.0411024404239,-4878.49611556227,6954.173076332774,146.12203164551102,-163.8193151432788,-932.5827939030696,-1172.580148976971,-1037.3975560806848,-1000.3939155334501
(Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin)-(Great Bustard),(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli)-(Otis tarda),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Aves),0.0,-1185.5291368280323,-15724.53069758911,15029.378965024014,-4623.577027180145,-1503.0759677311526,-1277.1659379518414,-5345.594455724644,-3498.523347915812,-2472.1124973540354,399.328168430191,-443.7944290977248,1811.255279003094,-994.7520732817065,3495.1898181711003,-705.7894671028712,-912.8326774091074,-2704.716149972526,-661.9206986595091,-485.69252639300976,-5618.315799136808,-2402.5473183377276,7754.280607769819,876.8227037759607,-6073.460695594613,1486.6333060255256,4515.560923531531,-829.3673074873059,1060.5101794377042,2361.913221861043,733.2179939429006,-426.9427350412543,-1708.1143849047103,-337.620448416872,-347.8819641894861,-26.195856408994587
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant)-(Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus)-(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda),(Aves+Aves+Aves+Aves)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves),0.0,-1463.1486456373877,7811.403911262372,-15021.735759371068,2249.1428825438506,-205.78855089438912,-2750.882325908344,-3602.4813504008234,-3889.3430809310885,-3373.846576388012,-4143.854063177458,-115.18007738623965,37545.90746937546,-31323.021558899403,4465.60489068302,-2057.630654124543,-2091.4303740051346,-89.89581641200084,1536.6086576146827,-2783.2924878784397,8322.950573318782,5844.333695887448,-1798.031969102547,2115.4847923568923,6707.960570493116,1717.9474220074644,784.346677486712,2871.9677954612253,2327.547994235745,157.89701349397274,234.54192052494182,630.7078947534437,-1820.071726462529,-122.04546753498653,717.3919669272491,-1429.854018565069
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard)-(Southern Cassowary),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda)-(Casuarius casuarius),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Aves),0.0,2865.9618713751106,25757.64332906133,-11562.010539367831,869.0785116780262,1285.374343920702,2601.834902644455,3413.1699973304494,-1056.6495335310092,8218.135368993331,228.48963910050588,-5731.02185023803,4594.014647378059,-19352.107068503443,-464.81523831986124,-9408.666209518813,-3727.9623333596946,-1065.000747283329,-4979.591455113974,-10.737104259693297,-4574.835489173409,550.8674654726374,5586.102111514101,2012.352149444987,-1947.0831321472924,2382.7842208484344,3676.987481314194,1956.6668767914489,987.796109746967,2032.8645948316644,1769.31535053657,-19.313888557762766,-230.43341068880363,95.00285805900057,-174.5970893325266,824.137595221775
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard+Southern Cassowary)-(American Alligator),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda+Casuarius casuarius)-(Alligator mississippiensis),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Reptilia),-4.0,-6795.2079869476,-26494.665134736988,-14992.924907417357,-3517.2929225458865,-774.018656472148,-3686.0466791873905,-10845.90280049211,-9880.46409329517,-4864.694349366371,-3099.6642420559347,-6501.887994983443,-50613.591735359965,-17827.893683464703,-3208.7188796645205,-5066.091985744006,-8488.03664038242,-5376.909101535216,-5634.97527426649,-39912.286307533286,67602.3931566063,4307.129263774259,8957.04689763855,3677.0228981921773,1136.348145679929,3396.9020318582116,-63.302951587334974,4044.048062228765,-21153.67319869671,-19656.146722720237,-4563.5395589613545,-695.90539873531,-958.8358541306661,-3832.682010402592,1242.2555529279998,-6561.975854328749
