name,species,class,C,T,L,S,Ca,node,Amphibia,Aves,Reptilia,Mammalia
Mallard+NorthernPintail+Gadwall+GreaterScaup+CommonGoldeneye+Smew+CommonScoter+EasternSpot-billedDuck+CoscorobaSwan+CapeBarrenGoose+BrantGoose+SwanGoose+MuteSwan+BlackSwan+WhooperSwan+White-headedDuck+MuskDuck+WanderingWhistling-duck+RuddyShelduck+CommonShelduck+AndeanGuan+GreatCurassow+JapaneseQuail+CapeFrancolin+CommonPheasant+GoldenPheasant+SilverPheasant+GreyPartridge+BlackGrouse+WesternCapercaillie+RockPtarmigan+WillowPtarmigan+GreatArgus+GreenPeafowl+Chicken+CaliforniaQuail,Anas platyrhynchos+Anas acuta+Mareca strepera+Aythya marila+Bucephala clangula+Mergellus albellus+Melanitta nigra+Anas zonorhyncha+Coscoroba coscoroba+Cereopsis novaehollandiae+Branta bernicla+Anser cygnoides+Cygnus olor+Cygnus atratus+Cygnus cygnus+Oxyura leucocephala+Biziura lobata+Dendrocygna arcuata+Tadorna ferruginea+Tadorna tadorna+Penelope montagnii+Crax rubra+Coturnix japonica+Pternistis capensis+Phasianus colchicus+Chrysolophus pictus+Lophura nycthemera+Perdix perdix+Lyrurus tetrix tetrix+Tetrao urogallus+Lagopus muta+Lagopus lagopus+Argusianus argus+Pavo muticus+Gallus gallus+Callipepla californica,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,14.554544941973722,6.417198483419153,0.0,15.002356548071843,6.220069801100187,1270,0,36,0,0
EurasianHoopoe+OrientalScopsOwl+NorthernGoshawk+Red-leggedSeriema+Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow+CommonMoorhen+EurasianCoot+Dark-wingedTrumpeter+LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork+Red-throatedLoon+Rufous-belliedSeedsnipe+NorthernJacana+CommonSnipe+EurasianWoodcock+Ruff+RedKnot+RuddyTurnstone+CommonGreenshank+Bar-tailedGodwit+EurasianCurlew+CollaredPratincole+Razorbill+BlackSkimmer+CommonTern+ArcticTern+Black-headedGull+CommonMurre+AtlanticPuffin+EuropeanGolden-plover+GreyPlover+NorthernLapwing+EurasianOystercatcher+EurasianThick-knee+Black-belliedSandgrouse+WesternCrowned-pigeon+Black-napedFruit-dove+WompooFruit-dove+MountainImperial-pigeon+CommonWood-pigeon+GreatCrestedGrebe+LittleGrebe+HoubaraBustard+Mallard+NorthernPintail+Gadwall+GreaterScaup+CommonGoldeneye+Smew+CommonScoter+EasternSpot-billedDuck+CoscorobaSwan+CapeBarrenGoose+BrantGoose+SwanGoose+MuteSwan+BlackSwan+WhooperSwan+White-headedDuck+MuskDuck+WanderingWhistling-duck+RuddyShelduck+CommonShelduck+AndeanGuan+GreatCurassow+JapaneseQuail+CapeFrancolin+CommonPheasant+GoldenPheasant+SilverPheasant+GreyPartridge+BlackGrouse+WesternCapercaillie+RockPtarmigan+WillowPtarmigan+GreatArgus+GreenPeafowl+Chicken+CaliforniaQuail,Upupa epops+Otus sunia+Accipiter gentilis+Cariama cristata+Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus+Gallinula chloropus+Fulica atra+Psophia viridis+Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia+Gavia stellata+Attagis gayi+Jacana spinosa+Gallinago gallinago+Scolopax rusticola+Calidris pugnax+Calidris canutus+Arenaria interpres+Tringa nebularia+Limosa lapponica+Numenius arquata+Glareola pratincola+Alca torda+Rynchops niger+Sterna hirundo+Sterna paradisaea+Chroicocephalus ridibundus+Uria aalge+Fratercula arctica+Pluvialis apricaria+Pluvialis squatarola+Vanellus vanellus+Haematopus ostralegus+Burhinus oedicnemus+Pterocles orientalis+Goura cristata+Ptilinopus melanospilus+Ptilinopus magnificus+Ducula badia+Columba palumbus+Podiceps cristatus+Tachybaptus ruficollis+Chlamydotis undulata undulata+Anas platyrhynchos+Anas acuta+Mareca strepera+Aythya marila+Bucephala clangula+Mergellus albellus+Melanitta nigra+Anas zonorhyncha+Coscoroba coscoroba+Cereopsis novaehollandiae+Branta bernicla+Anser cygnoides+Cygnus olor+Cygnus atratus+Cygnus cygnus+Oxyura leucocephala+Biziura lobata+Dendrocygna arcuata+Tadorna ferruginea+Tadorna tadorna+Penelope montagnii+Crax rubra+Coturnix japonica+Pternistis capensis+Phasianus colchicus+Chrysolophus pictus+Lophura nycthemera+Perdix perdix+Lyrurus tetrix tetrix+Tetrao urogallus+Lagopus muta+Lagopus lagopus+Argusianus argus+Pavo muticus+Gallus gallus+Callipepla californica,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,13.651770933669287,6.540788045243608,0.0,13.678254805616927,6.390837188794528,1286,0,114,0,0
SouthernBrownKiwi+Emu,Apteryx australis+Dromaius novaehollandiae,Aves+Aves,16.625,8.6666666665,0.0,14.0,8.0,668,0,2,0,0
EurasianHoopoe+OrientalScopsOwl+NorthernGoshawk+Red-leggedSeriema+Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow+CommonMoorhen+EurasianCoot+Dark-wingedTrumpeter+LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork+Red-throatedLoon+Rufous-belliedSeedsnipe+NorthernJacana+CommonSnipe+EurasianWoodcock+Ruff+RedKnot+RuddyTurnstone+CommonGreenshank+Bar-tailedGodwit+EurasianCurlew+CollaredPratincole+Razorbill+BlackSkimmer+CommonTern+ArcticTern+Black-headedGull+CommonMurre+AtlanticPuffin+EuropeanGolden-plover+GreyPlover+NorthernLapwing+EurasianOystercatcher+EurasianThick-knee+Black-belliedSandgrouse+WesternCrowned-pigeon+Black-napedFruit-dove+WompooFruit-dove+MountainImperial-pigeon+CommonWood-pigeon+GreatCrestedGrebe+LittleGrebe+HoubaraBustard+Mallard+NorthernPintail+Gadwall+GreaterScaup+CommonGoldeneye+Smew+CommonScoter+EasternSpot-billedDuck+CoscorobaSwan+CapeBarrenGoose+BrantGoose+SwanGoose+MuteSwan+BlackSwan+WhooperSwan+White-headedDuck+MuskDuck+WanderingWhistling-duck+RuddyShelduck+CommonShelduck+AndeanGuan+GreatCurassow+JapaneseQuail+CapeFrancolin+CommonPheasant+GoldenPheasant+SilverPheasant+GreyPartridge+BlackGrouse+WesternCapercaillie+RockPtarmigan+WillowPtarmigan+GreatArgus+GreenPeafowl+Chicken+CaliforniaQuail+SouthernBrownKiwi+Emu,Upupa epops+Otus sunia+Accipiter gentilis+Cariama cristata+Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus+Gallinula chloropus+Fulica atra+Psophia viridis+Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia+Gavia stellata+Attagis gayi+Jacana spinosa+Gallinago gallinago+Scolopax rusticola+Calidris pugnax+Calidris canutus+Arenaria interpres+Tringa nebularia+Limosa lapponica+Numenius arquata+Glareola pratincola+Alca torda+Rynchops niger+Sterna hirundo+Sterna paradisaea+Chroicocephalus ridibundus+Uria aalge+Fratercula arctica+Pluvialis apricaria+Pluvialis squatarola+Vanellus vanellus+Haematopus ostralegus+Burhinus oedicnemus+Pterocles orientalis+Goura cristata+Ptilinopus melanospilus+Ptilinopus magnificus+Ducula badia+Columba palumbus+Podiceps cristatus+Tachybaptus ruficollis+Chlamydotis undulata undulata+Anas platyrhynchos+Anas acuta+Mareca strepera+Aythya marila+Bucephala clangula+Mergellus albellus+Melanitta nigra+Anas zonorhyncha+Coscoroba coscoroba+Cereopsis novaehollandiae+Branta bernicla+Anser cygnoides+Cygnus olor+Cygnus atratus+Cygnus cygnus+Oxyura leucocephala+Biziura lobata+Dendrocygna arcuata+Tadorna ferruginea+Tadorna tadorna+Penelope montagnii+Crax rubra+Coturnix japonica+Pternistis capensis+Phasianus colchicus+Chrysolophus pictus+Lophura nycthemera+Perdix perdix+Lyrurus tetrix tetrix+Tetrao urogallus+Lagopus muta+Lagopus lagopus+Argusianus argus+Pavo muticus+Gallus gallus+Callipepla californica+Apteryx australis+Dromaius novaehollandiae,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,14.448231084456513,7.110262367425845,0.0,13.764442993716964,6.821895148562015,1285,0,116,0,0
SiameseCrocodile+AmericanAlligator+EurasianHoopoe+OrientalScopsOwl+NorthernGoshawk+Red-leggedSeriema+Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow+CommonMoorhen+EurasianCoot+Dark-wingedTrumpeter+LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork+Red-throatedLoon+Rufous-belliedSeedsnipe+NorthernJacana+CommonSnipe+EurasianWoodcock+Ruff+RedKnot+RuddyTurnstone+CommonGreenshank+Bar-tailedGodwit+EurasianCurlew+CollaredPratincole+Razorbill+BlackSkimmer+CommonTern+ArcticTern+Black-headedGull+CommonMurre+AtlanticPuffin+EuropeanGolden-plover+GreyPlover+NorthernLapwing+EurasianOystercatcher+EurasianThick-knee+Black-belliedSandgrouse+WesternCrowned-pigeon+Black-napedFruit-dove+WompooFruit-dove+MountainImperial-pigeon+CommonWood-pigeon+GreatCrestedGrebe+LittleGrebe+HoubaraBustard+Mallard+NorthernPintail+Gadwall+GreaterScaup+CommonGoldeneye+Smew+CommonScoter+EasternSpot-billedDuck+CoscorobaSwan+CapeBarrenGoose+BrantGoose+SwanGoose+MuteSwan+BlackSwan+WhooperSwan+White-headedDuck+MuskDuck+WanderingWhistling-duck+RuddyShelduck+CommonShelduck+AndeanGuan+GreatCurassow+JapaneseQuail+CapeFrancolin+CommonPheasant+GoldenPheasant+SilverPheasant+GreyPartridge+BlackGrouse+WesternCapercaillie+RockPtarmigan+WillowPtarmigan+GreatArgus+GreenPeafowl+Chicken+CaliforniaQuail+SouthernBrownKiwi+Emu,Crocodylus siamensis+Alligator mississippiensis+Upupa epops+Otus sunia+Accipiter gentilis+Cariama cristata+Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus+Gallinula chloropus+Fulica atra+Psophia viridis+Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia+Gavia stellata+Attagis gayi+Jacana spinosa+Gallinago gallinago+Scolopax rusticola+Calidris pugnax+Calidris canutus+Arenaria interpres+Tringa nebularia+Limosa lapponica+Numenius arquata+Glareola pratincola+Alca torda+Rynchops niger+Sterna hirundo+Sterna paradisaea+Chroicocephalus ridibundus+Uria aalge+Fratercula arctica+Pluvialis apricaria+Pluvialis squatarola+Vanellus vanellus+Haematopus ostralegus+Burhinus oedicnemus+Pterocles orientalis+Goura cristata+Ptilinopus melanospilus+Ptilinopus magnificus+Ducula badia+Columba palumbus+Podiceps cristatus+Tachybaptus ruficollis+Chlamydotis undulata undulata+Anas platyrhynchos+Anas acuta+Mareca strepera+Aythya marila+Bucephala clangula+Mergellus albellus+Melanitta nigra+Anas zonorhyncha+Coscoroba coscoroba+Cereopsis novaehollandiae+Branta bernicla+Anser cygnoides+Cygnus olor+Cygnus atratus+Cygnus cygnus+Oxyura leucocephala+Biziura lobata+Dendrocygna arcuata+Tadorna ferruginea+Tadorna tadorna+Penelope montagnii+Crax rubra+Coturnix japonica+Pternistis capensis+Phasianus colchicus+Chrysolophus pictus+Lophura nycthemera+Perdix perdix+Lyrurus tetrix tetrix+Tetrao urogallus+Lagopus muta+Lagopus lagopus+Argusianus argus+Pavo muticus+Gallus gallus+Callipepla californica+Apteryx australis+Dromaius novaehollandiae,Reptilia+Reptilia+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,9.195389129987776,13.216655527821231,0.8792668834974533,8.812217151006845,20.309015970728005,1284,0,116,2,0
ArrauTurtle+WestAfricanMudTurtle,Podocnemis expansa+Pelusios castaneus,Reptilia+Reptilia,8.0,8.5,0.0,2.5,17.5,1269,0,0,2,0
ArrauTurtle+WestAfricanMudTurtle+MataMata,Podocnemis expansa+Pelusios castaneus+Chelus fimbriata,Reptilia+Reptilia+Reptilia,8.0,8.68664015477214,0.0,2.3133598452278585,17.313359845227858,1268,0,0,3,0
ChineseSoft-shelledTurtle+SpinySoftshellTurtle,Pelodiscus sinensis+Apalone spinifera,Reptilia+Reptilia,8.0,9.728525285151914,0.2714747148480872,2.0,15.171797718784697,1266,0,0,2,0
ChineseSoft-shelledTurtle+SpinySoftshellTurtle+Bibron'sGiantSoft-shelledTurtle,Pelodiscus sinensis+Apalone spinifera+Pelochelys bibroni,Reptilia+Reptilia+Reptilia,8.0,9.488147078726508,0.5118529212734928,2.0,16.76487160142362,1190,0,0,3,0
ChineseSoft-shelledTurtle+SpinySoftshellTurtle+Bibron'sGiantSoft-shelledTurtle+Pitted-shelledTurtle,Pelodiscus sinensis+Apalone spinifera+Pelochelys bibroni+Carettochelys insculpta,Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.279953327321186,0.29354867550045566,2.0,17.718149386852918,1296,0,0,4,0
Red-earedSliderTurtle+PaintedTurtle,Trachemys scripta+Chrysemys picta,Reptilia+Reptilia,8.0,10.0,0.0,2.0,26.0,1301,0,0,2,0
EuropeanPondTurtle+OrnateBoxTurtle,Emys orbicularis+Terrapene ornata,Reptilia+Reptilia,8.0,10.0,0.0,2.0,23.5,1300,0,0,2,0
EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle,Emys orbicularis+Terrapene ornata+Clemmys guttata,Reptilia+Reptilia+Reptilia,8.0,9.663029852048522,0.0,2.3369701479514777,24.005455221927214,1305,0,0,3,0
EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle+BogTurtle,Emys orbicularis+Terrapene ornata+Clemmys guttata+Glyptemys muhlenbergii,Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.473328610144607,0.0,2.5266713898553914,22.00110571700538,1299,0,0,4,0
Red-earedSliderTurtle+PaintedTurtle+EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle+BogTurtle,Trachemys scripta+Chrysemys picta+Emys orbicularis+Terrapene ornata+Clemmys guttata+Glyptemys muhlenbergii,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.71120684917487,0.0,2.2887931508251302,23.807260272634696,1295,0,0,6,0
Red-earedSliderTurtle+PaintedTurtle+EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle+BogTurtle+Big-headedTurtle,Trachemys scripta+Chrysemys picta+Emys orbicularis+Terrapene ornata+Clemmys guttata+Glyptemys muhlenbergii+Platysternon megacephalum,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.825060048402603,0.0,2.5691778305167383,27.03714860528941,1320,0,0,7,0
GalápagosGiantTortoise+Red-footedTortoise,Chelonoidis niger+Chelonoidis carbonarius,Reptilia+Reptilia,8.0,8.5,0.0,3.0,26.0,1319,0,0,2,0
GreekTortoise+GalápagosGiantTortoise+Red-footedTortoise,Testudo graeca+Chelonoidis niger+Chelonoidis carbonarius,Reptilia+Reptilia+Reptilia,8.0,8.705319640900573,0.0,2.9999999999999996,21.482967900187386,1318,0,0,3,0
FloridaGopherTortoise+GreekTortoise+GalápagosGiantTortoise+Red-footedTortoise,Gopherus polyphemus+Testudo graeca+Chelonoidis niger+Chelonoidis carbonarius,Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.140998789283623,0.0,3.0,18.9648381863798,1317,0,0,4,0
Red-earedSliderTurtle+PaintedTurtle+EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle+BogTurtle+Big-headedTurtle+FloridaGopherTortoise+GreekTortoise+GalápagosGiantTortoise+Red-footedTortoise,Trachemys scripta+Chrysemys picta+Emys orbicularis+Terrapene ornata+Clemmys guttata+Glyptemys muhlenbergii+Platysternon megacephalum+Gopherus polyphemus+Testudo graeca+Chelonoidis niger+Chelonoidis carbonarius,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.541536487395533,0.0,2.747741130256887,23.69140995248017,1315,0,0,11,0
LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle,Caretta caretta+Lepidochelys kempii,Reptilia+Reptilia,8.0,10.0,0.0,2.5,16.5,1331,0,0,2,0
LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle+HawksbillSeaTurtle,Caretta caretta+Lepidochelys kempii+Eretmochelys imbricata,Reptilia+Reptilia+Reptilia,8.0,10.000000000000002,0.0,2.295749948421704,17.92975036104807,1330,0,0,3,0
LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle+HawksbillSeaTurtle+GreenSeaTurtle,Caretta caretta+Lepidochelys kempii+Eretmochelys imbricata+Chelonia mydas,Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.804520099508919,0.39095980098216837,2.1801236074462684,18.348174946893955,1329,0,0,4,0
LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle+HawksbillSeaTurtle+GreenSeaTurtle+LeatherbackSeaTurtle,Caretta caretta+Lepidochelys kempii+Eretmochelys imbricata+Chelonia mydas+Dermochelys coriacea,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,7.838881940779211,9.706392724655721,0.26497843224698103,2.4443173937846696,18.558216521909827,1328,0,0,5,0
SnappingTurtle+AlligatorSnappingTurtle,Chelydra serpentina+Macrochelys temminckii,Reptilia+Reptilia,8.0,9.0,0.5,2.5,30.0,1326,0,0,2,0
SonoranMudTurtle+MexicanMudTurtle,Kinosternon sonoriense+Kinosternon integrum,Reptilia+Reptilia,8.0,9.0,1.0,2.5,17.0,1314,0,0,2,0
YellowMudTurtle+SonoranMudTurtle+MexicanMudTurtle,Kinosternon flavescens+Kinosternon sonoriense+Kinosternon integrum,Reptilia+Reptilia+Reptilia,8.0,9.461575104534324,0.5384248954656757,2.730787552267162,24.846776777083512,1313,0,0,3,0
SnappingTurtle+AlligatorSnappingTurtle+YellowMudTurtle+SonoranMudTurtle+MexicanMudTurtle,Chelydra serpentina+Macrochelys temminckii+Kinosternon flavescens+Kinosternon sonoriense+Kinosternon integrum,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,8.0,9.213751827005183,0.5177942690747104,2.6068759135025914,27.613582561010883,1312,0,0,5,0
LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle+HawksbillSeaTurtle+GreenSeaTurtle+LeatherbackSeaTurtle+SnappingTurtle+AlligatorSnappingTurtle+YellowMudTurtle+SonoranMudTurtle+MexicanMudTurtle,Caretta caretta+Lepidochelys kempii+Eretmochelys imbricata+Chelonia mydas+Dermochelys coriacea+Chelydra serpentina+Macrochelys temminckii+Kinosternon flavescens+Kinosternon sonoriense+Kinosternon integrum,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,7.934347358503147,9.414493918838705,0.41477647218558217,2.5406363108850174,23.92368769098151,1339,0,0,10,0
Red-earedSliderTurtle+PaintedTurtle+EuropeanPondTurtle+OrnateBoxTurtle+SpottedTurtle+BogTurtle+Big-headedTurtle+FloridaGopherTortoise+GreekTortoise+GalápagosGiantTortoise+Red-footedTortoise+LoggerheadSeaTurtle+Kemp'sRidleySeaTurtle+HawksbillSeaTurtle+GreenSeaTurtle+LeatherbackSeaTurtle+SnappingTurtle+AlligatorSnappingTurtle+YellowMudTurtle+SonoranMudTurtle+MexicanMudTurtle,Trachemys scripta+Chrysemys picta+Emys orbicularis+Terrapene ornata+Clemmys guttata+Glyptemys muhlenbergii+Platysternon megacephalum+Gopherus polyphemus+Testudo graeca+Chelonoidis niger+Chelonoidis carbonarius+Caretta caretta+Lepidochelys kempii+Eretmochelys imbricata+Chelonia mydas+Dermochelys coriacea+Chelydra serpentina+Macrochelys temminckii+Kinosternon flavescens+Kinosternon sonoriense+Kinosternon integrum,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,7.958740425934219,9.46169625328814,0.26066735754577425,2.6175855654626874,23.83738550406537,1311,0,0,21,0
