Class,Order,Family,Species,Common name,Taxonomy ID,Cervical,Thoracic,Lumbar,Sacral,Caudal,Annotation 1,Annotation 2,Annotation 3,Reference 1,Reference 2,Reference 3,Reference 4
Mammalia,Xenarthra,Megalonychidae,Choloepus didactylus,Linne's two-toed sloth,27675,7,23,3,8,4,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Monotremata,Tachyglossidae,Tachyglossus aculeatus,short-beaked echidna,9261,7,16,3,3,12,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,platypus,9258,7,17,2,2,20,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Aves,Casuariiformes,Casuariidae,Dromaius novaehollandiae,Emu,8790,18.25,8.333333333,0,15,7,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=2DB5A9703C6D4D91,former: Dromarias Emu,,"Matsubara, Yoshiyuki, et al. ""Anatomical integration of the sacral–hindlimb unit coordinated by GDF11 underlies variation in hindlimb positioning in tetrapods."" Nature Ecology & Evolution 1.9 (2017): 1392-1399.",Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588."
Aves,Apterygiformes,Apterygidae,Apteryx australis,Southern brown kiwi,8822,15,9,0,13,9,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6BA55EF02BE05C02 with information on the phalange formula as well,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Aves,Galliformes,Odontophoridae,Callipepla californica,California Quail,67771,12,6,0,13,6,,former: Callipepla californica,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Gallus gallus,chicken,9031,14,6,0,12,6,https://sketchfab.com/3d-models/squelette-de-poulet-ea79902a46f3457ea77d44026e29707a,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=02F904D5B4EE82B3&sec=summary&ssver=1,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.","Matsubara, Yoshiyuki, et al. ""Anatomical integration of the sacral–hindlimb unit coordinated by GDF11 underlies variation in hindlimb positioning in tetrapods."" Nature Ecology & Evolution 1.9 (2017): 1392-1399.",Collection de Zoologie de l’Université Toulouse III - Paul Sabatier
Aves,Galliformes,Phasianidae,Pavo muticus,Green Peafowl,9050,13,6,0,13,5,,former: Pavo muticus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Argusianus argus,Great Argus,9081,12,8,0,12,5,,former: Argus giganteus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Lagopus lagopus,Willow Ptarmigan,52650,15,6,0,13,6.5,Owen calls them Tetrao lagopus with is a protonym see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6CCEAF5D74B10547,former: Tetrao saliceti,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Galliformes,Phasianidae,Lagopus muta,Rock Ptarmigan,64668,12,6,0,15,6,Chose the main species instead of the subspecies because there is a genome for it.,former: Tetrao islandorum,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Tetrao urogallus,Western Capercaillie,100830,14,6.5,0,18,6,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=C3221EE24B948F50,former: Tetrao urogallus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Galliformes,Phasianidae,Lyrurus tetrix tetrix,Black Grouse,162951,13,6,0,16,6,Chose the subspecies because there is a genome for it.,former: Tetrao tetrix,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Perdix perdix,Grey Partridge,9052,12,6,0,13,6,,former: Perdix cinereus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Lophura nycthemera,Silver Pheasant,9046,14,5,0,13,5,,former: Phasianus nycthemerus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Chrysolophus pictus,Golden Pheasant,9089,13,7,0,15,5,,former: Thaumelia picta,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Phasianus colchicus,Common Pheasant,9054,13,5.5,0,14,6,2 free rib,former: Phasianus colchicus 2 sacral ribs,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",Abiko bird museum ACMB-03795,,
Aves,Galliformes,Phasianidae,Pternistis capensis,Cape Francolin,57755,15,7,0,14,6,,former: Francolinus capensis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Phasianidae,Coturnix japonica,Japanese quail,93934,13,6,0,12,7,1 free rib,1 sacral ribs,,Abiko bird museum 2020-040-001,,,
Aves,Galliformes,Cracidae,Crax rubra,Great Curassow,84990,15,7,0,17,5,,former: Crax globicera,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Galliformes,Cracidae,Penelope montagnii,Andean Guan,301609,14,7,0,14,6,"Cannot find this protonym exactly, but both the Ortalida (now Ortalis genus) and the Penelope genus belong to the same Cracidae family and I could imagine that Montagui was mistaken for Montagnii. (Ortalida montagnii is a protonym for this species.)",former: Ortalida montagui,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Tadorna tadorna,Common Shelduck,75865,16,6,0,15,7,,former: Tadorna vulpanser,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Tadorna ferruginea,Ruddy Shelduck,45639,16,6,0,17,7,,former: Casarka rutila,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Dendrocygna arcuata,Wandering Whistling-Duck,8872,15,6,0,18,6,,former: Dendrocygna arcuata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Biziura lobata,Musk Duck,45648,14.8,6.4,0,15,9.2,male see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=623B61C4808117F5 female which is probably the same except for the caudal see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=623B61C4808117F5 male see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=623B61C4808117F5 female which is probably the same except for the caudal see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=623B61C4808117F5,former: Biziura lobata,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Anseriformes,Anatidae,Oxyura leucocephala,White-headed Duck,90703,13,6,0,13,7,,former: Erismatura Leucocephala,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Cygnus cygnus,Whooper Swan,219595,23,5.5,0,21,7,Owen calls them Cygnus ferus but see first Helm Dictionary of Scientific Bird Names pg 128 and then https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=BDDB5670D2D20A55,former: Cygnus ferus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Anseriformes,Anatidae,Cygnus atratus,Black Swan,8868,22,7.5,0,19,8,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=46B54DB1D4CF50D3,former: Cygnus atratus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Anseriformes,Anatidae,Cygnus olor,Mute swan,8869,23.33333333,6.5,0,20,9,2 free rib https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=694C127A5D849FFE,4 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,Abiko bird museum ACMB-01502,"Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",
Aves,Anseriformes,Anatidae,Anser cygnoides,Swan Goose,8845,17,6,0,19,6,,former: Anser cygnoides,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Branta bernicla,Brant Goose,184712,17,7,0,18,6,,former: Bernicla Brenta,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Cereopsis novaehollandiae,Cape Barren Goose,8858,17.5,6.5,0,17,6,Owen calls them Cereopsis australis but see first https://biodiversity.org.au/afd/taxa/Cereopsis_novaehollandiae_novaehollandiae and then https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=CA875F313CC1FB4B,former: Cereopsis Nova Hollandiae,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Anseriformes,Anatidae,Coscoroba coscoroba,Coscoroba Swan,8863,20,7,0,19,8,,former: Cygnus coscoroba,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Anas zonorhyncha,Eastern Spot-billed Duck,75864,15,6,0,15,6,1 free rib,3 sacral ribs,,Abiko bird museum ACMB-03794,,,
Aves,Anseriformes,Anatidae,Melanitta nigra,Common Scoter,198027,14,6,0,16,6,,former: Oidemia nigra,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Mergellus albellus,Smew,107026,15,6,0,15,6,,former: Mergus albellus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,107022,15,6,0,16,6,,former: Clangula Glaucion,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Aythya marila,Greater Scaup,189534,15,6,0,16,6,,former: Fuligula marilla,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Mareca strepera,Gadwall,75861,14,7,0,16,6,,former: Chaulelasmus strepera,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Anseriformes,Anatidae,Anas acuta,Northern pintail,28680,15.5,7,0,16,6,,former: Dafilla caudacuta,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,8839,15,6,0,16,6.5,1 free rib Owens calls them Anas boschas but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=85625D75F2524457,former: Anas boschas 3 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",Abiko bird museum - from Chiba 2003.12.23,
Aves,Gruiformes,Otididae,Chlamydotis undulata undulata,Houbara Bustard,187383,12,8,0,13,6,,former: Otis houbara,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Podicipediformes,Podicipedidae,Tachybaptus ruficollis,Little Grebe,100828,16,5,0,13,6,,former: Podiceps minor,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Podicipediformes,Podicipedidae,Podiceps cristatus,Great crested grebe,345573,19,7,0,17,6,,former: Podiceps cristatus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Columbiformes,Columbidae,Columba palumbus,Common Wood-Pigeon,8934,13,6,0,12,7,,former: Columba palumbus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Columbiformes,Columbidae,Ducula badia,Mountain Imperial-Pigeon,1463953,12,6,0,12,6,This could simply be a subspecies of this species.,former: Columba capistrata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Columbiformes,Columbidae,Ptilinopus magnificus,Wompoo Fruit-Dove,796400,12,6,0,13,6,,former: Columba magnifica,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Columbiformes,Columbidae,Ptilinopus melanospilus,Black-naped Fruit-Dove,187138,12,6,0,12,6,,former: Ptilonopus melanocephala,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Columbiformes,Columbidae,Goura cristata,Western Crowned-Pigeon,115654,13,5.5,0,13,6,Owen calls these Molucca Crown Pigeon Lophyrus coronatus but there is only one crowned pigeon species found near the Muluk (Molucca) islands according to https://avibase.bsc-eoc.org/checklist.jsp?region=IDma which is https://avibase.bsc-eoc.org/species.jsp?avibaseid=556137A405EFC6CB,former: Goura coronata,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Ciconiiformes,Pteroclidae,Pterocles orientalis,Black-bellied Sandgrouse,227169,13,6.5,0,12,6,Owen calls them Pterocles arenarius see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=06B41945B9E57EC4,former: Pterocles arenarius,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Burhinidae,Burhinus oedicnemus,Eurasian thick-knee,85105,12.5,6,0,12,6,,former: Oedicnemus longirostris,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher,31908,12.66666667,7,0,18,7.5,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=ED66316522B99A30,former: Haemapodius ostralegus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",
Aves,Charadriiformes,Charadriidae,Vanellus vanellus,Northern Lapwing,100859,12,8,0,12,6,,former: Vanellus cristatus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Charadriiformes,Charadriidae,Pluvialis squatarola,Grey Plover,171273,12,7,0,13,8,,former: Squatarola cinerea,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Charadriidae,Pluvialis apricaria,European golden-plover,670352,13,6,0,13,8,,former: Charadrius puvialis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Charadriiformes,Alcidae,Fratercula arctica,Atlantic Puffin,28701,14,7,0,12,7.5, Owen also has this. https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=2771624B64AD7F2C,former: Fratercula arctica,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Alcidae,Uria aalge,Common Murre,13746,14,6.666666667,0,12.5,8,1 free rib Owen calls them Urea Troile but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=39F29B55EF9A542F,former: Uria troile 2 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",Abiko bird museum ACMB-03217,
Aves,Charadriiformes,Laridae,Chroicocephalus ridibundus,Black-headed Gull,1192867,14,7,0,12,7,,former: Larus ridibundus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern,279953,13,6,0,12,6,,former: Sterna arctica,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Laridae,Sterna hirundo,Common Tern,108405,13,7,0,12,8,2 free rib,1 sacral ribs,,Abiko bird museum 2020-026-001,,,
Aves,Charadriiformes,Laridae,Rynchops niger,Black Skimmer,227184,13,6,0,12,8,,former: Rhyncops nigra,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Alcidae,Alca torda,Razorbill,28689,12.5,8,0,17,8,Owen also has this. https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=64F4DD81371B269F,former: Alca torda,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Glareolidae,Glareola pratincola,Collared pratincole,43316,12,6,0,11,8,,former: Glarcola pratincola,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian Curlew,31919,14,6.5,0,14,7,Owen calls them Numenius arquatus but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3BB5CBA66CF48884,former: Numenius arquatus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Scolopacidae,Limosa lapponica,Bar-tailed Godwit,161683,12,7.5,0,15,6,Owen calls them Limosa rufa but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=9A684C997C1AF1BA,former: Limosa rufa,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Scolopacidae,Tringa nebularia,Common Greenshank,171270,14,8,0,13,7,,former: Totanus glottis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Scolopacidae,Arenaria interpres,Ruddy Turnstone,54971,10,6,0,12,7,,former: Cinclus interpres,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Scolopacidae,Calidris canutus,Red Knot,227173,13,6,0,12,7,,former: Tringa canutus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Charadriiformes,Scolopacidae,Calidris pugnax,Ruff,198806,13.5,8,0,12,8,Owen calls them Machetes pugnax but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=2DABF98FBEEAB7BB,former: Philomachus pugnax,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Charadriiformes,Scolopacidae,Scolopax rusticola,Eurasian woodcock,100826,13.33333333,6,0,11.5,7.5,1 free rib,former: Scolopax rusticola 2 sacral ribs,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",Abiko bird museum ACMB-04374,"Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",
Aves,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe,107377,13.5,7,0,14,6.5,2 free rib Owen calls them Scolopax gallinago but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=9151E0BA75761647,1 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,Abiko bird museum ACMB-03858,,
Aves,Charadriiformes,Jacanidae,Jacana spinosa,Northern Jacana,118786,15,7,0,12,7,,former: Parra cordifera,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Ciconiiformes,Thinocoridae,Attagis gayi,Rufous-bellied Seedsnipe,227233,13,7,0,13,6,,former: Attagis Gayii,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Gaviiformes,Gaviidae,Gavia stellata,Red-throated Loon,37040,11,7,0,16,6,,former: Colymbus septentrionalis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Ciconiiformes,Ciconiidae,Ciconia ciconia,White stork,8928,15.66666667,5.5,0,13,6,Owen calls them Ciconia alba but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=626C9C6DBE1D3E36,former: Ciconia alba,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",Abiko bird museum ACMB-04194
Aves,Pelecaniformes,Pelecanidae,Pelecanus conspicillatus,Australian Pelican,317791,19,5,0,14,7,,former: Pelicanus N. H.,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Pelecaniformes,Threskiornithidae,Plegadis falcinellus,Glossy Ibis,52788,15,6,0,15,6,,former: Ibis falcinellus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Pelecaniformes,Threskiornithidae,Platalea leucorodia,Eurasian Spoonbill,257867,16,6,0,14,6,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A0A584C1E7D786FE,former: Platalwa Leucorodia,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis melanocephalus,Black-headed Ibis,425371,16,7,0,15,6,,former: Threskiornis melanocephalus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Procellariiformes,Diomedeidae,Diomedea exulans,Snowy Albatross,46550,13,7.5,0,13,7,Combined two entries and see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A28D8D38F9A022A4 plus some information on the phalanges,former: Diomedia exulans,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Procellariiformes,Procellariidae,Macronectes giganteus,Antarctic Giant-Petrel,37057,12,8,0,14,7,,former: Procellaria gigantea,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Procellariiformes,unknown,Oceanites oceanicus,Wilson's Storm-Petrel,79653,11,6,0,12,6,,former: Thalassidroma Wilsonii,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
