Class,Order,Family,Species,Common name,Taxonomy ID,Cervical,Thoracic,Lumbar,Sacral,Caudal,Annotation 1,Annotation 2,Annotation 3,Reference 1,Reference 2,Reference 3,Reference 4
Reptilia,Squamata,Corytophanidae,Corytophanes cristatus,Smooth helmeted iguana,144206,4,16,0,3,37,https://www.idigbio.org/portal/mediarecords/986d1eb8-c174-4d63-afc1-1b534f2ee8fc,https://www.idigbio.org/portal/mediarecords/0cb3b9b2-25df-42c8-8754-902a238236a8,from two specimens and looks like no lumbar,IDigBio: Yale Peabody Museum YPM HERR 015186.001,IDigBio: Yale Peabody Museum YPM HERR 015184.001,,
Reptilia,Squamata,Dactyloidae,Anolis agassizi,Agassiz's anole,75242,4,17,4,2,29,https://portal.idigbio.org/portal/records/7bc8cd41-1df6-41e0-a014-2dd1fc776a9f,last few caudal were hard to distinguish and different in character,the first few of the most posterior caudal were distinguishable by a small ridge and I took the average length to estimate the remaining,IDigBio: Harvard Museum of Comparative Zoology MCZ:Herp:R-130568,,,
Reptilia,Squamata,Dactyloidae,Anolis eulaemus,Good anole,1926521,3,16,4,2,23,https://portal.idigbio.org/portal/records/d3e256ae-2742-4cc7-96a1-6167d4feb0cc,last few caudal were hard to distinguish and different in character,,IDigBio: Harvard Museum of Comparative Zoology MCZ:Herp:R-158390,,,
Reptilia,Squamata,Dactyloidae,Anolis coelestinus,Hispaniolan green anole,75252,4,16,3,3,49,https://www.idigbio.org/portal/mediarecords/135ca943-92ed-4209-9777-1e0c305dbf06,last few caudal were hard to distinguish and different in character,,IDigBio: Yale Peabody Museum YPM HERR 018498.001,,,
Reptilia,Squamata,Crotaphytidae,Gambelia wislizenii,Long-nosed leopard lizard,51217,3,18,1,2,54,https://www.idigbio.org/portal/mediarecords/171446cb-7121-469a-a590-24938b8f387b,thoracic near sternum and near sacral were hard to see,,IDigBio: Yale Peabody Museum YPM HERR 017484.001,,,
Reptilia,Squamata,Crotaphytidae,Crotaphytus vestigium,Baja California collared lizard,475060,4,18,1,2,46,https://www.idigbio.org/portal/mediarecords/a8d4d4b0-aee1-4be5-bfe6-c4d1356beea7,the transition from thoracic to sacral was not clear but looked like maybe one lumbar,,IDigBio: Yale Peabody Museum YPM HERR 017721.001,,,
Reptilia,Squamata,Crotaphytidae,Crotaphytus collaris,Common collared lizard,43591,4,22,0,2,50,https://www.idigbio.org/portal/mediarecords/34a5a58f-3e3b-48a3-a4ef-975d4a599072,,,IDigBio: Yale Peabody Museum YPM HERR 014968.001,,,
Reptilia,Squamata,Tropiduridae,Uranoscodon superciliosus,Diving lizard,44144,3,20,0,2,41,https://www.idigbio.org/portal/mediarecords/c3771520-a9b9-44a6-bf15-15d62ac56e65,,,IDigBio: Yale Peabody Museum YPM HERR 010625,,,
Reptilia,Squamata,Helodermatidae,Heloderma suspectum,Gila monster,8554,3,30,3,2,26.5,http://digimorph.org/specimens/Heloderma_suspectum/juvenile/whole/,caudal appeared to be missing so I took the numbers from Biology of Gila Monsters and Beaded Lizards by Beck,,Digimorph: Texas Memorial Museum (TNHC 62767),"Beck, Daniel David. Biology of Gila monsters and beaded lizards. Vol. 9. Univ of California Press, 2005.",,
Reptilia,Squamata,Anguidae,Abronia graminea,Regal Horned Lizard,278977,3,24,0,3,44,https://www.idigbio.org/portal/mediarecords/81f2cbf4-70da-4a6f-9b1c-3c7846ba2c9f,used scale number to vertebrae ratio plus distance to estimate caudal,,IDigBio: Smithsonian USNM 113200 X-ray,,,
Reptilia,Squamata,Anguidae,Anguis fragilis,Slow Worm,102178,3,61,0,0,47,it is not very clear whether there are lumbar vertebra or not and see also http://reptile-database.reptarium.cz/species?genus=Anguis&species=fragilis&search_param=%28%28search%3D%27anguis+fragilis%27%29%29,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Shinisauridae,Shinisaurus crocodilurus,Chinese crocodile lizard,52224,3,22.67,1,2,43,using the first ribs to define the cervical but also including the arm or beginning of sternum as a separate column,they warn that caudal may be lost,,"Conrad, Jack L. ""Postcranial skeleton of Shinisaurus crocodilurus (Squamata: Anguimorpha)."" Journal of Morphology 267.7 (2006): 759-775.",,,
Reptilia,Squamata,Lanthanotidae,Lanthanotus borneensis,Earless monitor lizard,62058,4,29,4,2,60,https://www.idigbio.org/portal/mediarecords/1dcf43fa-c23a-4a59-9cb1-86574b7ca885,last few caudal were difficult to distinguish so used discernable most posterior caudal,,IDigBio: Yale Peabody Museum YPM HERR 006057,,,
Reptilia,Squamata,Varanidae,Varanus salvator,Water monitor,62051,5,19,3,3,67,using the picture,,,"de Panafieu J-B, Gries P (2007) Evolution [in action]. Thames and Hudson, London",,,
Reptilia,Squamata,Varanidae,Varanus niloticus,Nile monitor,62046,5,24,0,2,80,the name hasn't changed,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Acrochordidae,Acrochordus granulatus,Little file snake,46287,3,198,0,0,48,https://portal.idigbio.org/portal/records/6d6ee02b-decd-4af8-b2ba-dd48b7bf3975,couldn't distinguish any cloacal from the image so setting to zero,,IDigBio: Yale Peabody Museum YPM HERR 012238,,,
Reptilia,Squamata,Viperidae,Gloydius himalayanus,Himalayan pit viper,2875555,3,156,0,3,24,https://www.idigbio.org/portal/mediarecords/d87ccf13-1acf-43cb-8b05-72a66dae0149,cloacal are with very small or nonexistent ribs and taken to be sacral,,IDigBio: Smithsonian USNM 48471 X-ray,,,
Reptilia,Squamata,Viperidae,Bothrops bilineatus,Two-striped forest-pitviper,44724,4,206,0,0,77,https://www.idigbio.org/portal/mediarecords/79a6c856-7aa1-460d-b12a-0b68de4499f3,no cloacal or sacral detected and last few caudal were difficult to distinguish so used preceding size to estimate,basionym Bothriopsis bilineata,IDigBio: Yale Peabody Museum YPM HERR 011650,,,
Reptilia,Squamata,Viperidae,Bothrops asper,Terciopelo,8722,3,200,0,0,58,https://www.idigbio.org/portal/mediarecords/5361b44e-0cb7-4e5c-b675-26ac6603c1ed,no cloacal or sacral detected,last few caudal were difficult to distinguish so used preceding size and shape to estimate,IDigBio: Yale Peabody Museum YPM HERR 015031.001,,,
Reptilia,Squamata,Viperidae,Crotalus atrox,Texas diamond-back,8730,3,174,0,0,35,https://www.idigbio.org/portal/mediarecords/8ae58969-d052-422c-a327-efc564f97d17,https://www.idigbio.org/portal/mediarecords/3470c073-2765-4807-a96f-37676a92bdc8,last several caudal difficult to distinguish so used preceding size and shape used two specimens and no cloacal detected,IDigBio: Yale Peabody Museum YPM HERR 016649,IDigBio: Yale Peabody Museum YPM HERR 016660,,
Reptilia,Squamata,Viperidae,Crotalus tigris,Tiger rattlesnake,88082,2,168,0,0,25,using Crotalus horridus as a proxy for the genus Crotalus and also assuming that Owen left out the atlas and axis plus no extant snakes besides Leptotyphlopidae have a sacrum,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Viperidae,Vipera berus berus,Common European adder,31156,2,154,0,0,33,I chose the subspecies berus because there is a genome for it http://reptile-database.reptarium.cz/species?genus=Vipera&species=berus&search_param=%28%28search%3D%27Vipera+berus%27%29%29,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Colubridae,Thamnophis elegans,Western terrestrial garter snake,35005,3,237,0,0,59,I take the first dorsal to be cervical following others.,,I am using Thamnophis radix as a proxy for the genus Thamnophis,"Bullock, R.E., & W.W. Tanner, 1966, A comparative osteological study of two species of Colubridae (Pituophis and Thamnophis): Brigham Young Univ. Sci. Bull. v.8, no. 3, p. 1-29. ",,,
Reptilia,Squamata,Colubridae,Xenochrophis vittatus,Striped keelback,445412,2,144,0,0,66,https://www.idigbio.org/portal/mediarecords/3bb504aa-4f20-4c9d-bf03-8aeec10f9112,no cloacal detected,caudal hidden in places so estimated by nearby vertebrae sizes and shapes,IDigBio: Yale Peabody Museum YPM HERR 013508.001,,,
Reptilia,Squamata,Colubridae,Xenodon pulcher,Tricolor hognose snake,1260393,2,159,0,0,39,https://www.idigbio.org/portal/mediarecords/61fe7eaf-4def-4e93-8ba2-732c9a37f9e1,no cloacal detected,,IDigBio: Yale Peabody Museum YPM HERR 011782,,,
Reptilia,Squamata,Colubridae,Hypsiglena torquata,Night snake,46305,2,166,0,2,55,https://www.idigbio.org/portal/mediarecords/953234cb-41ec-4dba-98eb-e2b3cbdabadc,a few cloacal or sacral detected,,IDigBio: Yale Peabody Museum YPM HERR 013597.001,,,
Reptilia,Squamata,Colubridae,Dasypeltis scabra,Common egg eater,234072,2,202.5,0,0,63,https://www.idigbio.org/portal/mediarecords/153006db-bc36-4412-ac9a-8014712f006f,no cloacal or sacral detected,Owen calls them rough Tree-Snake (Deirodon scaber) but see https://en.wikipedia.org/wiki/Dasypeltis_scabra plus no extant snakes besides Leptotyphlopidae have a sacrum,IDigBio: Yale Peabody Museum YPM HERR 013202.001,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,
Reptilia,Squamata,Colubridae,Boiga dendrophila,Mangrove snake,46286,3,190,0,0,81,https://www.idigbio.org/portal/mediarecords/c41387f6-5099-4ace-9a74-e296cdac6d2e,no cloacal or sacral detected,caudal seems to end abruptly,IDigBio: Yale Peabody Museum YPM HERR 011467,,,
Reptilia,Squamata,Colubridae,Bogertophis subocularis,Trans-Pecos rat snake,94906,3,270,0,4,73,https://www.idigbio.org/portal/mediarecords/8a83e4f1-90d1-4c04-9e5c-8a6f96c66749,cloacal detected as without ribs or processes and put as sacral,last few caudal were difficult to distinguish so used preceding size and shape to estimate,IDigBio: Yale Peabody Museum YPM HERR 019080.001,,,
Reptilia,Squamata,Colubridae,Lampropeltis rhombomaculata,Mole kingsnake,163494,2,208,0,0,39,https://www.idigbio.org/portal/mediarecords/7eaf007a-868b-4303-8279-deeee949a68a,no cloacal detected,caudal ended rather abruptly,IDigBio: Yale Peabody Museum YPM HERR 014083.001,,,
Reptilia,Squamata,Colubridae,Lampropeltis getula,Eastern kingsnake,94887,3,217,0,3,50,https://www.idigbio.org/portal/mediarecords/c449e0ea-4da3-4a13-b110-b44037cc8a9b,cloacal are with very small crossed ribs and taken to be sacral,,IDigBio: Smithsonian USNM 307584 X-ray,,,
Reptilia,Squamata,Colubridae,Coluber constrictor,Eastern racer,8590,3,168,0,0,92,https://www.idigbio.org/portal/mediarecords/5eb7a6dd-c240-4810-8d46-417a91ffcfd3,no cloacal or sacral detected,last few caudal were difficult to distinguish so used preceding size and shape to estimate,IDigBio: Yale Peabody Museum YPM HERR 017925.001,,,
Reptilia,Squamata,Homalopsidae,Enhydris chanardi,Sind River snake,2759422,3,124,0,0,41,https://www.idigbio.org/portal/mediarecords/9bec53c6-5ada-4df2-a628-11e0121917ef,no cloacal or sacral detected,,IDigBio: Yale Peabody Museum YPM HERR 015036.001,,,
Reptilia,Squamata,Lamprophiidae,Boaedon fuliginosus,Brown house snake,39328,3,206,0,0,65,https://www.idigbio.org/portal/mediarecords/aa7052fd-a494-4edd-a6bc-f384ed694390,no cloacal or sacral detected,,IDigBio: Yale Peabody Museum YPM HERR 017194.001,,,
Reptilia,Squamata,Pseudoxyrhophiidae,Leioheterodon geayi,Geay's hognose snake,224555,2,193,0,0,64,https://www.idigbio.org/portal/mediarecords/6dcdab8c-c206-4d98-a4a1-a17b22128d1a,no cloacal or sacral detected,some thoracic and caudal regions were covered but estimated by nearby vertebral sizes,IDigBio: Yale Peabody Museum YPM HERR 013207.001,,,
Reptilia,Squamata,Elapidae,Micrurus fulvius,Eastern coral snake,8637,2,215,0,0,90,Owen calls them King Snake or Harlequin Snake (Coluber Histrio) but see https://reptile-database.reptarium.cz/species?genus=Micrurus&species=fulvius plus no extant snakes besides Leptotyphlopidae have a sacrum,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Colubridae,Ahaetulla prasina,Asian vine snake,499056,2,210,0,0,180,https://www.idigbio.org/portal/mediarecords/a84b71b2-232a-45ce-b27d-e94012ceb26e,no cloacal or sacral detected,cervical were hidden so used an image from Etsy which I downloaded to determine,IDigBio: Yale Peabody Museum YPM HERR 011198,,,
Reptilia,Squamata,Pythonidae,Python molurus,Indian rock python,51750,2,179,0,0,38,Owen calls them Tiger Boa (Python tigris) but this is a synonym see https://reptile-database.reptarium.cz/species?genus=Python&species=molurus plus no extant snakes besides Leptotyphlopidae have a sacrum,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Boidae,Lichanura trivirgata,Rosy boa,51879,2,224,0,0,46,https://www.idigbio.org/portal/mediarecords/e490201b-4bfc-4b77-afe3-07ab48f02141,no cloacal or sacral detected,caudal was broken but everything is present,IDigBio: Yale Peabody Museum YPM HERR 016171.001,,,
Reptilia,Squamata,Boidae,Boa constrictor constrictor,Boa constrictor,499168,2,243,0,0,60,see https://reptile-database.reptarium.cz/species?genus=Boa&species=constrictor plus no extant snakes besides Leptotyphlopidae have a sacrum,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Homalopsidae,Epicrates cenchria,Sind River snake,51743,4,240,0,0,54,https://www.idigbio.org/portal/mediarecords/92f3bf4d-622d-4e25-88df-2ca73c297c58,no cloacal or sacral detected,the subspecies was given but I am using it for the species,IDigBio: Yale Peabody Museum YPM HERR 016249.001,,,
Reptilia,Squamata,Xantusiidae,Lepidophyma flavimaculatum,Yellow-spotted tropical night lizard,264485,3,20,1,2,29,https://www.idigbio.org/portal/mediarecords/96e950e4-0c79-4fd0-86dc-657065edc8f6,tail is broken but everything appears to be present,,IDigBio: Yale Peabody Museum YPM HERR 016168.001,,,
Reptilia,Squamata,Scincidae,Corucia zebrata,Solomon Islands skink,96731,3,23,0,2,48,https://www.idigbio.org/portal/mediarecords/213503b1-d556-4910-83d9-859117b455e2,some of the thoracic were difficult to distinguish,the transition from thoracic to sacral was not clear but looked like no lumbar,IDigBio: Yale Peabody Museum YPM HERR 014909,,,
Reptilia,Squamata,Scincidae,Trachylepis perrotetii,African red-sided skink,217874,3,22,1,2,37,https://www.idigbio.org/portal/mediarecords/771f602a-d5fd-4ee0-b4f7-b70fdb15ca23,tail is broken but everything seems present,,IDigBio: Yale Peabody Museum YPM HERR 013657.001,,,
Reptilia,Squamata,Scincidae,Chioninia coctei,Cape Verde giant skink,161960,3,24,0,3,36,they called it a homotypic synonym Macroscincus coctei,,,"de Panafieu J-B, Gries P (2007) Evolution [in action]. Thames and Hudson, London",,,
Reptilia,Squamata,Gekkonidae,Gehyra marginata,Halmahera giant gecko,1074251,3,22,0,3,26,https://www.idigbio.org/portal/mediarecords/e680bc2d-0d15-400a-b7dc-75e4c9af1d09,https://www.idigbio.org/portal/mediarecords/21a9dbf0-5469-46a8-abd6-645d4552e15a,from two specimens near sacral were hard to see but does not seem like any lumbar,IDigBio: Yale Peabody Museum YPM HERR 011894,IDigBio: Yale Peabody Museum YPM HERR 012505,,
Reptilia,Squamata,Gekkonidae,Gekko gecko,Tokay gecko,36310,3,22,1,2,32,https://sketchfab.com/3d-models/gekko-gecko-uf14993-b5d1c3597c904b4aac43356118aa5a7a,https://www.bbc.com/news/in-pictures-47278653,,Blackburn lab: CAS 258434,ZSL London Zoo,,
Reptilia,Squamata,Gekkonidae,Gekko japonicus,Japanese Gecko,146911,2,25,1,2,33,https://ctseibutsu.jp/ex/geckos.html,,,ctseibutsu,,,
Reptilia,Squamata,Eublepharidae,Goniurosaurus lichtenfelderi,Lichtenfelder's gecko,449389,3,19,1,2,26,https://www.idigbio.org/portal/mediarecords/fbe458e0-3571-4920-b96b-fc7e2365897b,sternum blocked some of thoracic so used preceding and following to estimate,,IDigBio: Yale Peabody Museum YPM HERR 011168,,,
Reptilia,Squamata,Pygopodidae,Lialis burtonis,Burton's legless lizard,95110,2,86,0,0,28,https://sketchfab.com/3d-models/burtons-legless-lizard-skeleton-2a91cd25cdf24c448fd2febdb4ec0afd,,,Blackburn lab: UF Herp 43419,,,
Reptilia,Squamata,Pygopodidae,Lialis jicari,Papua snake lizard,52172,3,90,0,0,59,https://www.idigbio.org/portal/mediarecords/3c28714f-ba40-4865-8d99-52cf4a377f03,,,IDigBio: Yale Peabody Museum YPM HERR 012927.001,,,
Reptilia,Squamata,Pygopodidae,Aprasia repens,Sedgelands worm-lizard,207561,3,107,0,2,45,,,,"Stokely, Paul Scott. ""The post-cranial skeleton of Aprasia repens."" Copeia 1947.1 (1947): 22-28.",,,
